GD0090B002,SQLDIRECTMATRSBCNTCOSTTOTAL,G0001,B0001,D:\EXPJStudio\log,SqlDirectMatrSbcntCostTotal.log,9,1
GD0090B002,SQLDIRECTEXPCOSTTOTAL,G0001,B0001,D:\EXPJStudio\log,SqlDirectExpCostTotal.log,9,1
GD0090B002,SQLINDIRECTCOSTALLOCATION,G0001,B0001,D:\EXPJStudio\log,SqlIndirectCostAllocation.log,9,1
GD0090B002,SQLPROCESSACTUALCOSTACCOUNT,G0001,B0001,D:\EXPJStudio\log,SqlProcessActualCostAccount.log,9,1
GD0090B002,SQLJOBACTUALCOSTACCOUNT,G0001,B0001,D:\EXPJStudio\log,SqlJobActualCostAccount.log,9,1
GD0090B001,SQLMONTHENDSTOCKWKMAKE,G0001,B0001,D:\EXPJStudio\log,SqlMonthEndStockWkMake.log,9,1
GD0090B001,SQLMONTHENDSTOCKAMOUNTUPDATE,G0001,B0001,D:\EXPJStudio\log,SqlMonthendStockAmountUpdate.log,9,1
GD0090B001,SQLJOBODRACMAKE,G0001,B0001,D:\EXPJStudio\log,SqlJobOdrAcMake.log,9,1
GD0090B002,SQLMONTHENDSTOCKWKMAKE,G0001,B0001,D:\EXPJStudio\log,SqlMonthEndStockWkMake.log,9,1
GD0090B002,SQLMONTHENDSTOCKACUPDATE,G0001,B0001,D:\EXPJStudio\log,SqlMonthEndStockAcUpdate.log,9,1
GD0090B002,SQLMONTHENDSTOCKAMOUNTUPDATE,G0001,B0001,D:\EXPJStudio\log,SqlMonthendStockAmountUpdate.log,9,1
GD0090B002,SQLJOBODRACMAKE,G0001,B0001,D:\EXPJStudio\log,SqlJobOdrAcMake.log,9,1
GD0010B001,SQLALLOCATIONRATIOCREATE,G0001,B0001,D:\EXPJStudio\log,SqlAllocationRatioCreate.log,9,1
GD0080B001,SQLTOTALAVERAGEUNITCOSTCALC,G0001,B0001,D:\EXPJStudio\log,SqlTotalAverageUnitCostCalc.log,9,1
GD0080B001,SQLMOVINGAVERAGEUNITCOSTCALC,G0001,B0001,D:\EXPJStudio\log,SqlMovingAverageUnitCostCalc.log,9,1
GD0080B001,SQLFIRSTINFIRSTOUTUNITCOSTCALC,G0001,B0001,D:\EXPJStudio\log,SqlFirstInFirstOutUnitCostCalc.log,9,1
GF0010B001,SQLMONTHENDSTOCKAMOUNTUPDATE,G0001,B0001,D:\EXPJStudio\log,SqlMonthendStockAmountUpdate.log,9,1
GF0010B001,SQLACTUALCOSTFIXED,G0001,B0001,D:\EXPJStudio\log,SqlActualCostFixed.log,9,1
GF0010B001,SQLTRANDELETE,G0001,B0001,D:\EXPJStudio\log,SqlTranDelete.log,9,1
GF0030B001,SQLMONTHENDTERMENDFIXEDRETURN,G0001,B0001,D:\EXPJStudio\log,SqlMonthendTermendFixedReturn.log,9,1
GF0030B001,SQLJOBODRACMAKE,G0001,B0001,D:\EXPJStudio\log,SqlJobOdrAcMake.log,9,1
GB0010B001,SQLMANUFIF,G0001,B0001,D:\EXPJStudio\log,SqlManufIf.log,9,1
GB0010B001,SQLSTDCOSTIF,G0001,B0001,D:\EXPJStudio\log,SqlStdCostIf.log,9,1
GB0020B001,SQLRSLTINFOIF,G0001,B0001,D:\EXPJStudio\log,SqlRsltInfoIF.log,9,1
GB0030B001,SQLDEBTUPDATE,G0001,B0001,D:\EXPJStudio\log,SqlDebtUpdate.log,9,1
GB0040B001,SQLSTDCOSTDATAIF,G0001,B0001,D:\EXPJStudio\log,SqlStdCostDataIf.log,9,1
KR1030B001,SQLCUSTACPTIF,G0001,B0001,D:\EXPJStudio\log,SqlCustAcptIf.log,9,1
KR1040B001,SQLSALESIN,G0001,B0001,D:\EXPJStudio\log,SqlSalesIn.log,9,1
KQ1010B001,SQLUNCNFMODRINTERFACE,G0001,B0001,D:\EXPJStudio\log,SqlUncnfmOdrInterface.log,9,1
KQ1020B001,SQLODRINTERFACEL,G0001,B0001,D:\EXPJStudio\log,SqlOdrInterface.log,9,1
KQ1110B001,SQLUNITEODRCREATEPROC,G0001,B0001,D:\EXPJStudio\log,SqlUniteOdrCreateProc.log,9,1
KV1020B001,SQLMANUFDMDGENEPROC,G0001,B0001,D:\EXPJStudio\log,SqlManufDmdGeneProc.log,9,1
KU1020B001,SQLSHIPINST,G0001,B0001,D:\EXPJStudio\log,SqlShipInst.log,9,1
KU1080B001,SQLSHIPRESULTIFCSVTAKE,G0001,B0001,D:\EXPJStudio\log,SQLShipResultIfCsvTake.log,9,1
KU1090B001,SQLSHIPCOLLATION,G0001,B0001,D:\EXPJStudio\log,SqlShipCollation.log,9,1
KU1100B001,SQLDEPOTSHIPRESULTCSVTAKE,G0001,B0001,D:\EXPJStudio\log,SqlDepotShipResultCsvTake.log,9,1
KU1110B001,SQLDEPOTREGARDSHIPRESULTCREATE,G0001,B0001,D:\EXPJStudio\log,SqlDepotRegardShipResultCreate.log,9,1
KQ1050B001,SQLEXCMAKEUNCNFMODR,G0001,B0001,D:\EXPJStudio\log,SqlExcMakeUncnfmOdr.log,9,1
KQ1060B001,SQLEXCMAKEODR,G0001,B0001,D:\EXPJStudio\log,SqlExcMakeOdr.log,9,1
AD2030B001,SQLEXPANDBYPROC,G0001,B0001,D:\EXPJStudio\log,SqlExpandByProc.log,9,1
AD2030B002,SQLOPRINST,G0001,B0001,D:\EXPJStudio\log,SqlOprInst.log,9,1
AD2030B003,SQLEXPANDBYPATTERN,G0001,B0001,D:\EXPJStudio\log,SqlExpandByPattern.log,9,1
KU2070B001,SQLSHIPINSTFD,G0001,B0001,D:\EXPJStudio\log,SqlShipInstFd.log,9,1
KU2080B001,SQLSHIPRSTLFD,G0001,B0001,D:\EXPJStudio\log,SqlShipRstlFd.log,9,1
BC2060B001,SQLCLAIMDATACREATEFD,G0001,B0001,D:\EXPJStudio\log,sqlClaimDataCreateFd.log,9,1
KV2010B002,SQLODRMASTIFCHANGE_FD,G0001,B0001,D:\EXPJStudio\log,sqlOdrMastIfChange_Fd.log,9,1
KV2010B003,SQLODRIFINSERT_FD,G0001,B0001,D:\EXPJStudio\log,sqlOdrIfInsert_Fd.log,9,1
CD2300B001,SQLFBDATACREATEFD,G0001,B0001,D:\EXPJStudio\log,SqlFBDataCreateFd.log,9,1
AC2020B001,SQLODRELEASE,G0001,B0001,D:\EXPJStudio\log,SqlOdRelease.log,9,1
AK2010B001,SQLDAILYPROCFD,G0001,B0001,D:\EXPJStudio\log,sqlDailyProcFd.log,9,1
AS0010B001,SQLLEVELNOUPDAC,G0001,B0001,D:\EXPJStudio\log,SqlLevelnoUpdac.log,1,1
AS0010B001,SQLASPCONVORDER,G0001,B0001,D:\EXPJStudio\log,SqlAspConvOrder.log,1,1
AS0010B001,SQLASPCONVSTOCK,G0001,B0001,D:\EXPJStudio\log,SqlAspConvStock.log,1,1
AS0010B001,SQLASPCONVMRP,G0001,B0001,D:\EXPJStudio\log,SqlAspConvMrp.log,1,1
AS0010B001,SQLASPCONVORDERAPPLY,G0001,B0001,D:\EXPJStudio\log,SqlAspConvOrderApply.log,1,1
AS0010B001,SQLASPMRPALARM,G0001,B0001,D:\EXPJStudio\log,SqlAspMrpAlarm.log,1,1
AS0010B001,FNCMSGLOGASP,G0001,B0001,D:\EXPJStudio\log,FncMsgLogAsp.log,1,1
KV0040B001,SQLSALESTRNDELETE,G0001,B0001,D:\EXPJStudio\log,SqlSalesTrnDelete.log,9,1
GD0090B001,SQLAMOUNTDATACREATE,G0001,B0001,D:\EXPJStudio\log,SqlAmountDataCreate.log,9,1
GD0100B001,SQLLEVELNOUPDAC,G0001,B0001,D:\EXPJStudio\log,SqlLevelNoUpdAc.log,9,1
GD0090B001,SQLINDIRECTCOSTTOTAL,G0001,B0001,D:\EXPJStudio\log,SqlInDirectCostTotal.log,9,1
AC0150B001,SQLODRELEASE_IND,G0001,B0001,D:\EXPJStudio\log,SqlOdRelease_Ind.log,9,1
AH2070B001,SQLEXCUPDATEINVENTORYFD,G0001,B0001,D:\EXPJStudio\log,SqlExcUpdateInventoryFd.log,9,1
KK1010B001,SQLMPSALESTRNDELETE,G0001,B0001,D:\EXPJStudio\log,SqlMpSalesTrnDelete.log,9,1
ZZ9999B001,FNCGETSYSBATPARMFORTRIGGER,G0001,B0001,D:\EXPJStudio\log, ,1,0
AK0020B003,SQLDELETEHISTORYBYTRIGGER,G0001,B0001,D:\EXPJStudio\log,SqlDeleteHistoryByTrigger.log,9,1
AE2060030,SQLADDRCVISSUEFD,G0001,B0001,D:\EXPJStudio\log,SQLADDRCVISSUEFD.log,9,1
AE2060030,SQLEXECPROCESSFD,G0001,B0001,D:\EXPJStudio\log,SQLEXECPROCESSFD.log,9,1
AC3020B001,SQLODRELEASESCM,G0001,B0001,D:\EXPJStudio\log,SqlOdReleaseSCM.log,9,1
AD3030B001,SQLEXPANDBYPROCSCM,G0001,B0001,D:\EXPJStudio\log,SqlExpandByProcSCM.log,9,1
AD3030B002,SQLOPRINSTSCM,G0001,B0001,D:\EXPJStudio\log,SqlOprInstSCM.log,9,1
AE3010010,SQLCALCTAXCALCAMT,G0001,B0001,D:\EXPJStudio\log,SQLCalcTaxCalcAmt.log,9,1
AE3060010,SQLCALCTAXCALCAMT,G0001,B0001,D:\EXPJStudio\log,SQLCalcTaxCalcAmt.log,9,1
AE3060020,SQLCALCTAXCALCAMT,G0001,B0001,D:\EXPJStudio\log,SQLCalcTaxCalcAmt.log,9,1
AE3120010,SQLCALCTAXCALCAMT,G0001,B0001,D:\EXPJStudio\log,SQLCalcTaxCalcAmt.log,9,1
AE3170010,SQLCALCTAXCALCAMT,G0001,B0001,D:\EXPJStudio\log,SQLCalcTaxCalcAmt.log,9,1
AL3030B001,SQLLOADPSMAKESCM,G0001,B0001,D:\EXPJStudio\log,SqlLoadPsMakeSCM.log,9,1
AL3050010,SQLLOADCALCSCM,G0001,B0001,D:\EXPJStudio\log,SqlLoadCalcSCM.log,9,1
AE3030B001,SQLPUCHODRINSTSCM,G0001,B0001,D:\EXPJStudio\log,SqlPuchOdrInstSCM.log,9,1
AK3010B001,SQLDAILYPROCSCM,G0001,B0001,D:\EXPJStudio\log,sqlDailyProcSCM.log,9,1
AK3020B001,SQLMONTHLYPROCSCM,G0001,B0001,D:\EXPJStudio\log,sqlMonthlyProcSCM.log,9,1
AK3020B002,SQLDELETEPROCSCM,G0001,B0001,D:\EXPJStudio\log,sqlDeleteProcSCM.log,9,1
AK3030B001,SQLCOMMITEMCHGEXEC,G0001,B0001,D:\EXPJStudio\log,sqlCommItemChangeExec.log,9,1
KR3030B001,SQLCUSTACPTIFSCM,G0001,B0001,D:\EXPJStudio\log,SqlCustAcptIfSCM.log,9,1
KR3040B001,SQLSALESINSCM,G0001,B0001,D:\EXPJStudio\log,SqlSalesInSCM.log,9,1
KQ3010B001,SQLUNCNFMODRINTERFACESCM,G0001,B0001,D:\EXPJStudio\log,SqlUncnfmOdrInterfaceSCM.log,9,1
KQ3020B001,SQLODRINTERFACELSCM,G0001,B0001,D:\EXPJStudio\log,SqlOdrInterfaceSCM.log,9,1
KQ3110B001,SQLUNITEODRCREATEPROCSCM,G0001,B0001,D:\EXPJStudio\log,SqlUniteOdrCreateProcSCM.log,9,1
KV3020B001,SQLMANUFDMDGENEPROCSCM,G0001,B0001,D:\EXPJStudio\log,SqlManufDmdGeneProcSCM.log,9,1
KU3020B001,SQLSHIPINSTSCM,G0001,B0001,D:\EXPJStudio\log,SqlShipInstSCM.log,9,1
KU3080B001,SQLSHIPRESULTIFCSVTAKESCM,G0001,B0001,D:\EXPJStudio\log,SQLShipResultIfCsvTakeSCM.log,9,1
KU3090B001,SQLSHIPCOLLATIONSCM,G0001,B0001,D:\EXPJStudio\log,SqlShipCollationSCM.log,9,1
KU3100B001,SQLDEPOTSHIPRESULTCSVTAKESCM,G0001,B0001,D:\EXPJStudio\log,SqlDepotShipResultCsvTakeSCM.log,9,1
KU3110B001,SQLDEPOTREGARDSHIPRESULTCREATESCM,G0001,B0001,D:\EXPJStudio\log,SqlDepotRegardShipResultCreateSCM.log,9,1
KQ3050B001,SQLEXCMAKEUNCNFMODRSCM,G0001,B0001,D:\EXPJStudio\log,SqlExcMakeUncnfmOdrSCM.log,9,1
KQ3060B001,SQLEXCMAKEODRSCM,G0001,B0001,D:\EXPJStudio\log,SqlExcMakeOdrSCM.log,9,1
KV3040B001,SQLSALESTRNDELETE,G0001,B0001,D:\EXPJStudio\log,SqlSalesTrnDelete.log,9,1
KK3010B001,SQLMPSALESTRNDELETESCM,G0001,B0001,D:\EXPJStudio\log,SqlMpSalesTrnDeleteSCM.log,9,1
AK3020B003,SQLDELETEHISTORYBYTRIGGER,G0001,B0001,D:\EXPJStudio\log,SqlDeleteHistoryByTrigger.log,9,1
AP3050B001,SQLPLANTODRMAKEJASALES,G0001,B0001,D:\EXPJStudio\log,SQLPLANTODRMAKEJASALES.log,9,1
KQ1180010,SQLEXCCORRECTSHIP,G0001,B0001,D:\EXPJStudio\log,SqlExcCorrectShip.log,9,1
KQ3180010,SQLEXCCORRECTSHIPSCM,G0001,B0001,D:\EXPJStudio\log,SqlExcCorrectShipSCM.log,9,1
AE0180010,SQLCALCTAXCALCAMT,G0001,B0001,D:\EXPJStudio\log,SQLCalcTaxCalcAmt.log,9,1
KM0050010,SQLPJBUDGETCOSTMAKE,G0001,B0001,D:\EXPJStudio\log,SQLPjBudgetCostMake.log,9,1
AC0120010,SQLCALCTAXCALCAMT,G0001,B0001,D:\EXPJStudio\log,SQLCalcTaxCalcAmt.log,9,1
KM0060B001,SQLPJBUDGETCOSTMAKE,G0001,B0001,D:\EXPJStudio\log,SQLPjBudgetCostMake.log,9,1
VZ0010010,SQLCMALLOCATION,G0001,B0001,D:\EXPJStudio\log,SQLCMALLOCATION.log,1,1
VZ0010010,SQLCMALLOCATIONDATAPREP,G0001,B0001,D:\EXPJStudio\log,SQLCMALLOCATIONDATAPREP.log,1,1
VZ0010010,SQLCMBKDATA,G0001,B0001,D:\EXPJStudio\log,SQLCMBKDATA.log,1,1
VZ0010010,SQLCMCONFIRMALLOCATION,G0001,B0001,D:\EXPJStudio\log,SQLCMCONFIRMALLOCATION.log,1,1
VZ0010010,SQLCMCOSTSUMDATAPREP,G0001,B0001,D:\EXPJStudio\log,SQLCMCOSTSUMDATAPREP.log,1,1
VZ0010010,SQLCMCREATELEVELNO,G0001,B0001,D:\EXPJStudio\log,SQLCMCREATELEVELNO.log,1,1
VZ0010010,SQLCMCREATEOPRTMSTRUCT,G0001,B0001,D:\EXPJStudio\log,SQLCMCREATEOPRTMSTRUCT.log,1,1
VZ0010010,SQLCMCREATERCVISSSTRUCT,G0001,B0001,D:\EXPJStudio\log,SQLCMCREATERCVISSSTRUCT.log,1,1
